[2026-08-02T10:18:20.287Z] COMPANY: "Reliance Industries Limited" | QUERIES: ["Reliance Industries Limited" official website] | CANDIDATES: [https://www.ril.com] | SELECTED: "https://www.ril.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:38:28.951Z] COMPANY: "Indian Railway Finance Corporation Limited" | QUERIES: ["Indian Railway Finance Corporation Limited" official website] | CANDIDATES: [https://irfc.co.in] | SELECTED: "https://irfc.co.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:38:46.498Z] COMPANY: "Rail Vikas Nigam Limited" | QUERIES: ["Rail Vikas Nigam Limited" official website] | CANDIDATES: [https://rvnl.org] | SELECTED: "https://rvnl.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:08.581Z] COMPANY: "Indian Railway Catering and Tourism Corporation Limited" | QUERIES: ["Indian Railway Catering and Tourism Corporation Limited" official website] | CANDIDATES: [https://www.irctc.co.in] | SELECTED: "https://www.irctc.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:14.063Z] COMPANY: "InterGlobe Aviation Limited / IndiGo" | QUERIES: ["InterGlobe Aviation Limited / IndiGo" official website] | CANDIDATES: [https://www.goindigo.in] | SELECTED: "https://www.goindigo.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:22.002Z] COMPANY: "The Indian Hotels Company Limited" | QUERIES: ["The Indian Hotels Company Limited" official website] | CANDIDATES: [https://www.ihcltata.com] | SELECTED: "https://www.ihcltata.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:22.338Z] COMPANY: "Jubilant FoodWorks Limited" | QUERIES: ["Jubilant FoodWorks Limited" official website] | CANDIDATES: [https://www.jubilantfoodworks.com] | SELECTED: "https://www.jubilantfoodworks.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:30.763Z] COMPANY: "Aditya Birla Capital Limited" | QUERIES: ["Aditya Birla Capital Limited" official website] | CANDIDATES: [https://www.adityabirlacapital.com] | SELECTED: "https://www.adityabirlacapital.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:33.498Z] COMPANY: "Shriram Finance Limited" | QUERIES: ["Shriram Finance Limited" official website] | CANDIDATES: [https://www.shriramfinance.in] | SELECTED: "https://www.shriramfinance.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:42.384Z] COMPANY: "Muthoot Finance Limited" | QUERIES: ["Muthoot Finance Limited" official website] | CANDIDATES: [https://www.muthootfinance.com] | SELECTED: "https://www.muthootfinance.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:41:52.174Z] COMPANY: "Piramal Finance Limited" | QUERIES: ["Piramal Finance Limited" official website] | CANDIDATES: [https://www.piramalfinance.com] | SELECTED: "https://www.piramalfinance.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:42:03.549Z] COMPANY: "Yes Bank Limited" | QUERIES: ["Yes Bank Limited" official website] | CANDIDATES: [https://www.yesbank.in] | SELECTED: "https://www.yesbank.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:42:09.529Z] COMPANY: "RBL Bank Limited" | QUERIES: ["RBL Bank Limited" official website] | CANDIDATES: [https://www.rblbank.com] | SELECTED: "https://www.rblbank.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T10:42:13.422Z] COMPANY: "AU Small Finance Bank Limited" | QUERIES: ["AU Small Finance Bank Limited" official website] | CANDIDATES: [https://www.aubank.in] | SELECTED: "https://www.aubank.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
